sentence,spoiler,page,trope
" Voyage Of The Damned  sees Frasier booked as a cruise ship entertainer along with several B-list celebrities whom Frasier is less than enthusiastic about sharing billing with (""You've booked me on a floating  Gong Show !",False,Frasier,ActuallyPrettyFunny
Niles eventually seemed to get over his crush on Daphne and move on... just in time for Daphne to  develop a crush on him .,True,Frasier,AllLoveIsUnrequited
"But  she's never seen  (which Roz tries to call him out on), and he does things in quick gags like quoting lines from a romance novel clearly directed at Bulldog, and sneaking into a gay bar.",False,Frasier,AmbiguouslyGay
"Wing (formerly Wang) Bulldog:  Oh, me no lookee.",False,Frasier,AsianSpeekeeEngrish
"Leads to a VERY amusing scene where Frasier is convincing Niles he needs to save money during  his divorce from Maris , with Niles refusing to admit it: Niles:  You can't blame me for the housing market - this is a simple apartment!",True,Frasier,BigFancyHouse
"Meanwhile, Daphne's Mancunian family are mostly played by real British actors as well, but from all over the island, leading to hilarity for British audiences.",False,Frasier,BritishAccents
"Michael:  Righ... mistuh fais thedun, wheti fai, forte fee... boom!",False,Frasier,BritishAccents
"Niles' crowning moment in the episode -  telling Mel off, in front of their social circle, because of the pain and cruelty she was inflicting on Daphne  - forces him to re-evaluate said views, leading to  his leaving Frasier's employ to pursue the relationship he had rejected.",True,Frasier,Godspell
", but  they realize to their horror that he's actually a terrible actor, who does a laughably overwrought performance of the play.",True,Frasier,Hamlet
"The gag is that Hedley is played by  Derek Jacobi , an acclaimed Shakespearian actor.",True,Frasier,Hamlet
""", ""What the hell was THAT?!",False,Frasier,Catchphrase
"In the latter instance, he was taking a stubborn, principled stand, fuelled by his fear that he had become cowardly and complacent.",False,Frasier,CelebrityEndorsement
Especially during the season 6 story arc when he   loses his job and becomes despondent and desperate .,True,Frasier,TheChewToy
(Daphne leaves.,False,Frasier,CloudCuckoolander
"The man interviewing Frasier and Lilith for Frederick's place at a prestigious school; ""I'll have you know that in 50 years, I have  never  accepted a bribe!",False,Frasier,ComicallySmallBribe
Then he was mostly written out of the series when he  lost his job as a KACL sports commentator .,True,Frasier,CommutingOnABus
"However, since he  got a new job working at the KACL storage room , the writers could still occasionally use Bulldog without needing to explain why he was ""back"".",True,Frasier,CommutingOnABus
He had four more appearances during the show's last four seasons.,True,Frasier,CommutingOnABus
He can be seen using it quite frequently throughout the rest of the series.,False,Frasier,ContinuityNod
This eventually led to the episode  Motor Skills  where they attempt to improve their practicality.,False,Frasier,CoolCar
""" , the  Theme Tune  is changed to  a Latino version, with lyrics in Spanish .",True,Frasier,CouchGag
A plane towing a KACL advertising banner flies across.,False,Frasier,CouchGag
"Several episodes revolve around Frasier and Niles analyzing the crap out of an issue, when it's really far simpler than they ever would have guessed.",False,Frasier,CriticalPsychoanalysisFailure
Frasier:   What is the one thing better than an exquisite meal?,False,Frasier,DeadpanSnarker
"Niles asks Frasier, in the midst of his reconciliation with Maris, if Frasier thinks they are meant to be together.",False,Frasier,DownerEnding
"After agonizing over what to do, he shows up at Niles's apartment late at night to give his answer no .",True,Frasier,DownerEnding
"Niles thanks Frasier for his advice and tries to say goodbye, when the  Twist Ending  kicks in Maris is at the apartment, Niles has taken her back, and judging from the bell rings and the whistle as she calls for him, she has not changed one bit.",True,Frasier,DownerEnding
"Including whole episodes based around one (""The Impossible Dream"" and ""Freudian Sleep"").",False,Frasier,DreamSequence
And forgetting her purse didn't help.,False,Frasier,FailedAttemptAtDrama
Something in the way that John Mahoney breaks into a snort of laughter and the way that Jane comes flouncing back and then on the correct route to Daphne's room.,False,Frasier,FailedAttemptAtDrama
There wouldn't be a show without it!,False,Frasier,FawltyTowersPlot
"After a week, Frasier's lives meet at the same point, showing no matter which choice he made, he ended up at the same destination.",True,Frasier,ForWantOfANail
"Another example is when we're shown Martin and Daphne's extraordinarily efficient morning routine on several occasions, but on the last one Daphne puts Martin's cereal in a red bowl instead of a yellow one.",True,Frasier,ForWantOfANail
"The whole routine goes to hell, culminating in Martin accidentally throwing his toast on the floor.",True,Frasier,ForWantOfANail
"Many fans may mistake Martin's friend Duke for being this, but he does appear in two episodes (""Duke's, We Hardly Knew Ye"" and ""Where Every Bloke Knows Your Name""), played by John La Motta.",False,Frasier,TheGhost
"Party Hearty Marty,  who , in your expert opinion,  does  need therapy!?",False,Frasier,GodwinsLaw
Sam:   (disbelief)  What kind of sick bastard  are  you?,False,Frasier,Squee
"Frasier isn't immune, as he and Niles wrote  The Crane Boys Mysteries  in high school.",False,Frasier,HerCodeNameWasMarySue
"Next time you need a deal made, call the Dalai Lama.",False,Frasier,HeroicComedicSociopath
"Jane Leeves got pregnant late in the show's run and it was written as Daphne becoming fat due to compulsive eating, complete with a  Fat Suit ; she left the series to have the baby, by having Daphne going away to a spa in order to lose the weight (with the in-joke that Niles went to see her there, and she had ""just lost 9 pounds, 12 ounces"".",False,Frasier,HideYourPregnancy
"Bulldog's deplorable behaviour in ""Bad Dog"" causes him to use  a pregnant woman  as a shield, and later on even  his own mother .",True,Frasier,HumanShield
"As Frasier was the only one who saw what really happened, he spends the episode trying to get Bulldog to own up and stop taking advantage of the adulation.",True,Frasier,HumanShield
"Norashe's exposed as a hypocrite on live radio by her mother, has a nervous breakdown, and flees screaming at the top of her lungs.",False,Frasier,HumiliationConga
"Customs agents don't care about the caviar, but the  DVDs  for which the smugglers used the caviar as a front ), and even consider cutting it with cheaper stuff, while Roz becomes a generally mellow caviar junkie who would attack Frasier because she thinks he's holding out on a fix.",True,Frasier,ICantBelieveItsNotHeroin
Frasier is the undisputed master of these.,False,Frasier,IHaveJustOneThingToSay
Daphne just proves her right.,False,Frasier,ImpossiblyTackyClothes
"Jeremy:  Well, roughly translated, it says, "" My dearest son, each day you redeem me.",False,Frasier,InTheOriginalKlingon
"Roz:  Please, it's all about ratings!",False,Frasier,IsThisThingStillOn
A more minor one occurs when Frasier introduces one of the show's bloopers which involves Roz swearing violently at someone else while her mic was left on.,False,Frasier,IsThisThingStillOn
"Stephanie Walsh who we don't see but hear, when Frasier starts private practice again we meet her sister played by  Sarah Silverman , 17.",True,Frasier,KavorkaMan
"Samantha Pierce the lawyer with whom he ends up in the girl's role, 18.",True,Frasier,KavorkaMan
"Elevator Ellie, when he meets Charlotte (season 11) he gets on the elevator with a woman he slept with but doesn't remember (she starts yelling at him showing he does need a matchmaker), 19.",True,Frasier,KavorkaMan
"Duke's daughter Marie, and as I write this I remember 20. a woman at the station we see hiding in the booth with a bunch of other people for a little surprise party for Frasier.",True,Frasier,KavorkaMan
Julia Wilcox  For most people I struggle to get to ten.,True,Frasier,KavorkaMan
"Daphne:  Oh, isn't that nice, well at least someone appreciates my mother tongue.",False,Frasier,LecherousLicking
"Frasier Well, she often claims that she is responsible for the success of our show.",False,Frasier,LoopholeAbuse
"An interesting twist in ""Secret Admirer'; Frasier mistakes himself for the object of  Maris'  affections when it is actually Niles who is supposed to  receive the gifts .",True,Frasier,MistakenIdentity
"It got really silly when they ended up having  two  fake ceremonies, before eventually spilling the beans.",True,Frasier,MyOwnPrivateIDo
"The woman turns out to be  a transgendered prostitute, and Frasier soon gets arrested by the police, who mistakenly think he's soliciting for her services.",True,Frasier,NestedStoryReveal
"The whole event ends up being publicized in the media, making Frasier a laughing stock.",True,Frasier,NestedStoryReveal
"Just before the episode ends,  it cuts back to the scene with Frasier in the car and the woman standing in the rain.",True,Frasier,NestedStoryReveal
"The station keeps her on because her polarizing personality is attracting listeners, until an attempt at goodwill by Frasier drives her away.",False,Frasier,NoCelebritiesWereHarmed
Chopper Dave got a little too used to reporting from a helicopter.,False,Frasier,NoIndoorVoice
The silent gag that runs over the credits at the end of each episode.,False,Frasier,OhCisco
"If you have a little information on that name, a lot of jokes about the character become  a lot more understandable .",False,Frasier,PropheticNames
"In fact,  The Matchmaker  won a GLAAD Award.",False,Frasier,QueerAsTropes
"There's also a rather amusing bit where Niles recounts a story Daphne told about a couple who would frequently experience  The Immodest Orgasm  right next to her bedroom wall at night, and her over-the-top efforts to show them up, culminating in this exchange: Frasier  Hold it !",False,Frasier,RashomonStyle
"Frasier hits on her, but she leaves with another man... dressed as Satan no less.",False,Frasier,RealLifeRelative
He looks just like you did when I met you.,False,Frasier,ReplacementFlatCharacter
"When Niles   Martin come to bail him out (disgusted that he would be so immoral) the prostitute is lead out of the other interrogation room,  no longer wearing ""her"" wig , and apologizes (in a now more masculine voice) for getting Frasier in trouble.",False,Frasier,RippedFromTheHeadlines
